name,distinguishedname
TB15744,"CN=TB15744,CN=Computers,DC=moorfields,DC=nhs,DC=uk"
NB21617,"CN=NB21617,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21618,"CN=NB21618,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB13638,"CN=NB13638,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21621,"CN=NB21621,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21623,"CN=NB21623,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21644,"CN=NB21644,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NBK14927,"CN=NBK14927,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21647,"CN=NB21647,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB12820,"CN=NB12820,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21649,"CN=NB21649,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20261,"CN=NB20261,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18441,"CN=NB18441,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB020710,"CN=NB020710,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB17657,"CN=NB17657,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB17656,"CN=NB17656,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19435,"CN=NB19435,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB22000,"CN=NB22000,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21674,"CN=NB21674,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB17908B,"CN=NB17908B,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21706,"CN=NB21706,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18564A,"CN=NB18564A,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NBK16931,"CN=NBK16931,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20238,"CN=NB20238,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21716,"CN=NB21716,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21715,"CN=NB21715,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21717,"CN=NB21717,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21077,"CN=NB21077,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21720,"CN=NB21720,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21721,"CN=NB21721,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18106,"CN=NB18106,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21725,"CN=NB21725,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21726,"CN=NB21726,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21738,"CN=NB21738,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21739,"CN=NB21739,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21747,"CN=NB21747,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21743,"CN=NB21743,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21745,"CN=NB21745,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21746,"CN=NB21746,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21749,"CN=NB21749,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20633,"CN=NB20633,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB16187A,"CN=NB16187A,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21752,"CN=NB21752,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19406,"CN=NB19406,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21763,"CN=NB21763,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB17105,"CN=NB17105,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21801,"CN=NB21801,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20506,"CN=NB20506,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21805,"CN=NB21805,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20447,"CN=NB20447,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20189,"CN=NB20189,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21809,"CN=NB21809,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21810,"CN=NB21810,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21811,"CN=NB21811,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20233,"CN=NB20233,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB16848,"CN=NB16848,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19894,"CN=NB19894,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20153A,"CN=NB20153A,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21814,"CN=NB21814,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21818,"CN=NB21818,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB016894,"CN=NB016894,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21829,"CN=NB21829,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB021819,"CN=NB021819,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21840,"CN=NB21840,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21841,"CN=NB21841,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB15809A,"CN=NB15809A,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21830,"CN=NB21830,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21843,"CN=NB21843,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19869,"CN=NB19869,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21854,"CN=NB21854,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB12863,"CN=NB12863,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21858,"CN=NB21858,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB15953A,"CN=NB15953A,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18430A,"CN=NB18430A,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB12857,"CN=NB12857,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21862,"CN=NB21862,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21867,"CN=NB21867,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21868,"CN=NB21868,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21870,"CN=NB21870,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21871,"CN=NB21871,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21872,"CN=NB21872,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21869,"CN=NB21869,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21878,"CN=NB21878,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB14997A,"CN=NB14997A,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21876,"CN=NB21876,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21879,"CN=NB21879,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21875,"CN=NB21875,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21882,"CN=NB21882,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21883,"CN=NB21883,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21886,"CN=NB21886,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21887,"CN=NB21887,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20631,"CN=NB20631,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
